Type,Name,Display Name,Bin Number,Location,On Hand
Inventory Item,4555-000113-000,"DECAL, QNERGY POWERGEN 1800, 11-1/2"" WIDE",Racks-Bay 1,Ogden Manufacturing,0
Inventory Item,4555-000113-000,"DECAL, QNERGY POWERGEN 1800, 11-1/2"" WIDE",Receiving Dock,Ogden Manufacturing,0
Inventory Item,4555-000113-000,"DECAL, QNERGY POWERGEN 1800, 11-1/2"" WIDE",Customer Rebuilt,Customer Rebuilds,0
Inventory Item,4555-000113-000,"DECAL, QNERGY POWERGEN 1800, 11-1/2"" WIDE",Kit Inventory,Ogden Manufacturing,185
Inventory Item,4555-000113-000,"DECAL, QNERGY POWERGEN 1800, 11-1/2"" WIDE",Calgary - Canada,Calgary Warehouse,6
Inventory Item,4555-000116-000,"DECAL, CAP3, 5-1/2"" H X 12"" W",Kit Inventory,Ogden Manufacturing,0
Inventory Item,4555-000116-000,"DECAL, CAP3, 5-1/2"" H X 12"" W",Calgary - Canada,Calgary Warehouse,18
Inventory Item,4555-000116-000,"DECAL, CAP3, 5-1/2"" H X 12"" W",CAE Location BIN,CAE Warehouse,0
Inventory Item,4555-000116-000,"DECAL, CAP3, 5-1/2"" H X 12"" W",Finish Goods,Ogden Manufacturing,0
Inventory Item,4555-000116-000,"DECAL, CAP3, 5-1/2"" H X 12"" W",Robert Garcia,Customer Support,0
Inventory Item,4555-000124-001,"DECAL, QNERGY CAP3 LOGO, 15"" W X 12"" H, COLOR",CPN144A,Ogden Manufacturing,356
Inventory Item,4555-000124-001,"DECAL, QNERGY CAP3 LOGO, 15"" W X 12"" H, COLOR",B4181A,Ogden Manufacturing,100
Inventory Item,4555-000124-001,"DECAL, QNERGY CAP3 LOGO, 15"" W X 12"" H, COLOR",Receiving Dock,Ogden Manufacturing,25
Inventory Item,4555-000124-001,"DECAL, QNERGY CAP3 LOGO, 15"" W X 12"" H, COLOR",CPM083E,Ogden Manufacturing,261
Inventory Item,4555-000124-001,"DECAL, QNERGY CAP3 LOGO, 15"" W X 12"" H, COLOR",CAP 3's,Ogden Manufacturing,0
Inventory Item,4555-000124-001,"DECAL, QNERGY CAP3 LOGO, 15"" W X 12"" H, COLOR",Kit Inventory,Ogden Manufacturing,0
Inventory Item,4555-000124-001,"DECAL, QNERGY CAP3 LOGO, 15"" W X 12"" H, COLOR",Calgary - Canada,Calgary Warehouse,7
Inventory Item,4555-000124-001,"DECAL, QNERGY CAP3 LOGO, 15"" W X 12"" H, COLOR",CAE Location BIN,CAE Warehouse,0
Inventory Item,4555-000124-001,"DECAL, QNERGY CAP3 LOGO, 15"" W X 12"" H, COLOR",Development - B2,Ogden Manufacturing,0
Inventory Item,4555-000124-002,"DECAL, QNERGY CAP3 LOGO, 15"" W X 12"" H, BLACK",Kit Inventory,Ogden Manufacturing,16
Inventory Item,4555-000124-002,"DECAL, QNERGY CAP3 LOGO, 15"" W X 12"" H, BLACK",Calgary - Canada,Calgary Warehouse,2
Inventory Item,4555-000124-002,"DECAL, QNERGY CAP3 LOGO, 15"" W X 12"" H, BLACK",CAE Location BIN,CAE Warehouse,0
Inventory Item,4555-000124-003,"DECAL, QNERGY CAP3 LOGO, 15"" W X 12"" H, WHITE",Receiving Dock,Ogden Manufacturing,0
Inventory Item,4555-000124-003,"DECAL, QNERGY CAP3 LOGO, 15"" W X 12"" H, WHITE",CAE Location BIN,CAE Warehouse,0
Inventory Item,4555-000124-003,"DECAL, QNERGY CAP3 LOGO, 15"" W X 12"" H, WHITE",Kit Inventory,Ogden Manufacturing,34
Inventory Item,4555-000124-003,"DECAL, QNERGY CAP3 LOGO, 15"" W X 12"" H, WHITE",CS Warehouse,Customer Support,0
Inventory Item,4555-000124-003,"DECAL, QNERGY CAP3 LOGO, 15"" W X 12"" H, WHITE",Calgary - Canada,Calgary Warehouse,19
Inventory Item,4555-000125-000,"DECAL, QNERGY, 11-1/2"" WIDE",CPN143E,Ogden Manufacturing,0
Inventory Item,4555-000125-000,"DECAL, QNERGY, 11-1/2"" WIDE",CPN145E,Ogden Manufacturing,0
Inventory Item,4555-000125-000,"DECAL, QNERGY, 11-1/2"" WIDE",CPN143D,Ogden Manufacturing,136
Inventory Item,4555-000125-000,"DECAL, QNERGY, 11-1/2"" WIDE",CAP 3's,Ogden Manufacturing,0
Inventory Item,4555-000125-000,"DECAL, QNERGY, 11-1/2"" WIDE",Calgary - Canada,Calgary Warehouse,18
Inventory Item,4555-000125-000,"DECAL, QNERGY, 11-1/2"" WIDE",Kit Inventory,Ogden Manufacturing,0
Inventory Item,4555-000132-000,"LABEL, CAP3 SHIPPING, 60"" X 48""",Kit Inventory,Ogden Manufacturing,0
Inventory Item,4555-000133-000,"LABEL, QNERGY SALES/SUPPORT CONTACT INFO, BK/WH 122 W X 125 H",CPM083D,Ogden Manufacturing,84
Inventory Item,4555-000133-000,"LABEL, QNERGY SALES/SUPPORT CONTACT INFO, BK/WH 122 W X 125 H",CAP 3's,Ogden Manufacturing,0
Inventory Item,4555-000133-000,"LABEL, QNERGY SALES/SUPPORT CONTACT INFO, BK/WH 122 W X 125 H",CPN143G,Ogden Manufacturing,10
Inventory Item,4555-000133-000,"LABEL, QNERGY SALES/SUPPORT CONTACT INFO, BK/WH 122 W X 125 H",CS Warehouse,Customer Support,0
Inventory Item,4555-000133-000,"LABEL, QNERGY SALES/SUPPORT CONTACT INFO, BK/WH 122 W X 125 H",Calgary - Canada,Calgary Warehouse,20
Inventory Item,4555-000133-000,"LABEL, QNERGY SALES/SUPPORT CONTACT INFO, BK/WH 122 W X 125 H",Kit Inventory,Ogden Manufacturing,77
Inventory Item,4555-000135-000,"DECAL, QNERGY CAP3 NANO LOGO, 11-1/2"" WIDE",CAP 3's,Ogden Manufacturing,0
Inventory Item,4555-000135-000,"DECAL, QNERGY CAP3 NANO LOGO, 11-1/2"" WIDE",Receiving Dock,Ogden Manufacturing,0
Inventory Item,4555-000135-000,"DECAL, QNERGY CAP3 NANO LOGO, 11-1/2"" WIDE",Kit Inventory,Ogden Manufacturing,0
Inventory Item,4555-000135-000,"DECAL, QNERGY CAP3 NANO LOGO, 11-1/2"" WIDE",CPN143F,Ogden Manufacturing,151
Inventory Item,4555-000151-000,"DECAL, QNERGY MULTIPLEX LOGO, 14"" W X 6.6"" H",Kit Inventory,Ogden Manufacturing,8
Inventory Item,4555-000163-000,"DECAL, COMPRESSED AIR PNEUMATICS, 18""",CAP 3's,Ogden Manufacturing,0
Inventory Item,4555-000163-000,"DECAL, COMPRESSED AIR PNEUMATICS, 18""",Receiving Dock,Ogden Manufacturing,0
Inventory Item,4555-000163-000,"DECAL, COMPRESSED AIR PNEUMATICS, 18""",CPN143E,Ogden Manufacturing,242
Inventory Item,5000-104062-000,"BASE, HHK PROOF AND LEAK TEST",Receiving Dock,Ogden Manufacturing,1
Inventory Item,5000-104421-000,C HOOK SPANNER WRENCH COLLET CHUCK FOR 45-52 MM ROUND NUT,CS Warehouse,Customer Support,0
Inventory Item,5000-104527-000,"OUTER RING, REMOVABLE, HHK PROOF AND LEAK TEST",Receiving Dock,Ogden Manufacturing,1
Inventory Item,5010-000003-000,"PCK80 CRATE AND DUNNAGE, CARDBOARD/FOAM",B4044B,Ogden Manufacturing,4
Inventory Item,5010-000003-000,"PCK80 CRATE AND DUNNAGE, CARDBOARD/FOAM",Receiving Dock,Ogden Manufacturing,0
Inventory Item,5010-000003-000,"PCK80 CRATE AND DUNNAGE, CARDBOARD/FOAM",CS Warehouse,Customer Support,0
Inventory Item,5010-000003-000,"PCK80 CRATE AND DUNNAGE, CARDBOARD/FOAM",Overflow Inventor B3,Ogden Manufacturing,0
Inventory Item,5010-000003-000,"PCK80 CRATE AND DUNNAGE, CARDBOARD/FOAM",B4034B,Ogden Manufacturing,4
Inventory Item,5010-000003-000,"PCK80 CRATE AND DUNNAGE, CARDBOARD/FOAM",CS-Ogden-Overflow,Customer Support,2
Inventory Item,5010-000003-000,"PCK80 CRATE AND DUNNAGE, CARDBOARD/FOAM",B4034A,Ogden Manufacturing,4
Inventory Item,5010-000003-000,"PCK80 CRATE AND DUNNAGE, CARDBOARD/FOAM",B4044A,Ogden Manufacturing,3
Inventory Item,5010-000003-000,"PCK80 CRATE AND DUNNAGE, CARDBOARD/FOAM",B4043A,Ogden Manufacturing,0
Inventory Item,5010-000003-000,"PCK80 CRATE AND DUNNAGE, CARDBOARD/FOAM",B4043B,Ogden Manufacturing,0
Inventory Item,5010-000005-000,"SHIPPING, CRATE, SMARTGEN WITH HRU",Customer Rebuilt,Customer Rebuilds,0
Inventory Item,5010-000005-000,"SHIPPING, CRATE, SMARTGEN WITH HRU",Overflow Inventor B3,Ogden Manufacturing,0
Inventory Item,5010-000011-000,"QEC CRATE, CARDBOARD, 25"" X 21-1/4"" X 9""",CS Warehouse,Customer Support,10
Inventory Item,5010-000011-000,"QEC CRATE, CARDBOARD, 25"" X 21-1/4"" X 9""",Receiving Dock,Ogden Manufacturing,20
Inventory Item,5010-000012-000,"SHIPPING, CRATE, POWERGEN WITH HRU & GCU",Overflow Inventor B3,Ogden Manufacturing,0
Inventory Item,5010-000012-000,"SHIPPING, CRATE, POWERGEN WITH HRU & GCU",CAE Location BIN,CAE Warehouse,0
Inventory Item,5010-000012-000,"SHIPPING, CRATE, POWERGEN WITH HRU & GCU",Customer Rebuilt,Customer Rebuilds,0
Inventory Item,5010-000018-000,"BOX, CORRUGATED FIBERBOARD, CUSTOMER SUPPORT, 19"" X 19"" X 7""",CS Warehouse,Customer Support,55
Inventory Item,5010-000020-000,"SHIPPING, BASE, POWERGEN WITH HRU & GCU",Overflow Inventor B3,Ogden Manufacturing,0
Inventory Item,5010-000020-000,"SHIPPING, BASE, POWERGEN WITH HRU & GCU",Receiving Dock,Ogden Manufacturing,0
Inventory Item,5010-000020-000,"SHIPPING, BASE, POWERGEN WITH HRU & GCU",Customer Rebuilt,Customer Rebuilds,0
Inventory Item,5010-000020-000,"SHIPPING, BASE, POWERGEN WITH HRU & GCU",Finish Goods,Ogden Manufacturing,0
Inventory Item,5010-000020-000,"SHIPPING, BASE, POWERGEN WITH HRU & GCU",Shipping Dock,Ogden Manufacturing,20
Inventory Item,5010-000021-000,"SHIPPING, BOX, POWERGEN WITH HRU & GCU",Shipping Dock,Ogden Manufacturing,0
Inventory Item,5010-000021-000,"SHIPPING, BOX, POWERGEN WITH HRU & GCU",ATP,Ogden Manufacturing,0
Inventory Item,5010-000021-000,"SHIPPING, BOX, POWERGEN WITH HRU & GCU",Customer Rebuilt,Customer Rebuilds,0
Inventory Item,5010-000021-000,"SHIPPING, BOX, POWERGEN WITH HRU & GCU",Overflow Inventor B3,Ogden Manufacturing,0
Inventory Item,5010-000022-000,"SHIPPING PALLET, CAP3M",Overflow Inventor B3,Ogden Manufacturing,0
Inventory Item,5010-000031-000,"SHIPPING, BASE, NANO 2.0",Shipping Dock,Ogden Manufacturing,125
Inventory Item,5010-000031-000,"SHIPPING, BASE, NANO 2.0",Receiving Dock,Ogden Manufacturing,100
Inventory Item,5010-000031-000,"SHIPPING, BASE, NANO 2.0",Finish Goods,Ogden Manufacturing,0
Inventory Item,5010-000032-000,"SHIPPING, BOX, CAP3 NANO 2.0 & CAP3-V",Shipping Dock,Ogden Manufacturing,179
Inventory Item,5010-000032-000,"SHIPPING, BOX, CAP3 NANO 2.0 & CAP3-V",Receiving Dock,Ogden Manufacturing,0
Inventory Item,5010-000032-000,"SHIPPING, BOX, CAP3 NANO 2.0 & CAP3-V",Finish Goods,Ogden Manufacturing,0
Inventory Item,5010-000033-000,"SHIPPING, BOX, TOP, NANO 2.0",Shipping Dock,Ogden Manufacturing,153
Inventory Item,5010-000033-000,"SHIPPING, BOX, TOP, NANO 2.0",Finish Goods,Ogden Manufacturing,0
Inventory Item,5010-000033-000,"SHIPPING, BOX, TOP, NANO 2.0",Receiving Dock,Ogden Manufacturing,0
Inventory Item,5010-000037-000,"SHIPPING, BASE, POWERGEN WITH HRU & FILTER & GCU",Overflow Inventor B3,Ogden Manufacturing,0
Inventory Item,5010-000037-000,"SHIPPING, BASE, POWERGEN WITH HRU & FILTER & GCU",Shipping Dock,Ogden Manufacturing,147
Inventory Item,5010-000037-000,"SHIPPING, BASE, POWERGEN WITH HRU & FILTER & GCU",Finish Goods,Ogden Manufacturing,0
Inventory Item,5010-000037-000,"SHIPPING, BASE, POWERGEN WITH HRU & FILTER & GCU",Customer Rebuilt,Customer Rebuilds,1
Inventory Item,5010-000037-000,"SHIPPING, BASE, POWERGEN WITH HRU & FILTER & GCU",Receiving Dock,Ogden Manufacturing,0
Inventory Item,5010-000038-000,"SHIPPING, BOX, POWERGEN WITH HRU & FILTER & GCU",Shipping Dock,Ogden Manufacturing,173
Inventory Item,5010-000038-000,"SHIPPING, BOX, POWERGEN WITH HRU & FILTER & GCU",Overflow Inventor B3,Ogden Manufacturing,0
Inventory Item,5010-000038-000,"SHIPPING, BOX, POWERGEN WITH HRU & FILTER & GCU",Finish Goods,Ogden Manufacturing,0
Inventory Item,5010-000038-000,"SHIPPING, BOX, POWERGEN WITH HRU & FILTER & GCU",Customer Rebuilt,Customer Rebuilds,0
Inventory Item,5010-000038-000,"SHIPPING, BOX, POWERGEN WITH HRU & FILTER & GCU",Receiving Dock,Ogden Manufacturing,0
Inventory Item,5010-000040-001,"FOAM, FLEXIBLE PE, QEC CRATE, LID COVER",B4034B,Ogden Manufacturing,6
Inventory Item,5010-000040-001,"FOAM, FLEXIBLE PE, QEC CRATE, LID COVER",QEC Inventory,Ogden Manufacturing,0
Inventory Item,5010-000040-002,"FOAM, FLEXIBLE PE, QEC CRATE, CONNECTOR PROTECTION",QEC Inventory,Ogden Manufacturing,0
Inventory Item,6000-101060-000,"SOLDER SLEEVE, 20 GAUGE (2 INTO 1), TYCO D-110-0181",QEC Inventory,Ogden Manufacturing,244
Inventory Item,6000-101060-000,"SOLDER SLEEVE, 20 GAUGE (2 INTO 1), TYCO D-110-0181",B4630A,Ogden Manufacturing,200
Inventory Item,6000-101060-000,"SOLDER SLEEVE, 20 GAUGE (2 INTO 1), TYCO D-110-0181",Receiving Dock,Ogden Manufacturing,0
Inventory Item,6000-101245-000,"MAGNET, SMCO 6.25 MM OD X 6.25 MM L",QA9,Ogden Manufacturing,0
Inventory Item,6000-101245-000,"MAGNET, SMCO 6.25 MM OD X 6.25 MM L",Receiving Dock,Ogden Manufacturing,0
Inventory Item,6000-101245-000,"MAGNET, SMCO 6.25 MM OD X 6.25 MM L",Finish Goods,Ogden Manufacturing,0
Inventory Item,6000-101245-000,"MAGNET, SMCO 6.25 MM OD X 6.25 MM L",QBMAG5,Ogden Manufacturing,1454
Inventory Item,6000-101245-000,"MAGNET, SMCO 6.25 MM OD X 6.25 MM L",Engine Assembly,Ogden Manufacturing,0
Inventory Item,6000-102265-000,"FITTING, TUBE, FNPT, .250 SWAGE, SWAGELOK SS-400-7-4",CS-Ogden-Overflow,Customer Support,5
Inventory Item,6000-102265-000,"FITTING, TUBE, FNPT, .250 SWAGE, SWAGELOK SS-400-7-4",Receiving Dock,Ogden Manufacturing,1
Inventory Item,6000-102265-000,"FITTING, TUBE, FNPT, .250 SWAGE, SWAGELOK SS-400-7-4",CS Warehouse,Customer Support,0
Inventory Item,6000-102265-000,"FITTING, TUBE, FNPT, .250 SWAGE, SWAGELOK SS-400-7-4",ATP,Ogden Manufacturing,2
Inventory Item,6000-102265-000,"FITTING, TUBE, FNPT, .250 SWAGE, SWAGELOK SS-400-7-4",Overflow Inventor B3,Ogden Manufacturing,0
Inventory Item,6000-102314-000_ConvertNI,"WASHER, PLAIN, #8 SCREW, STEEL, ZN PLT",Kit Inventory,Ogden Manufacturing,0
Inventory Item,6000-102373-000_ConvertNI,"WASHER, FLAT, M6, ZINC-PLATED STEEL",Kit Inventory,Ogden Manufacturing,0
Inventory Item,6000-102458-000,"SOCKET, STAUBLI FILL VALVE, N01031009",Receiving Dock,Ogden Manufacturing,0
Inventory Item,6000-102458-000,"SOCKET, STAUBLI FILL VALVE, N01031009",Overflow Inventor B3,Ogden Manufacturing,0
Inventory Item,6000-102458-000,"SOCKET, STAUBLI FILL VALVE, N01031009",CS Warehouse,Customer Support,5
Inventory Item,6000-102458-000,"SOCKET, STAUBLI FILL VALVE, N01031009",ATP,Ogden Manufacturing,8
Inventory Item,6000-102459-000,"CAP, STAUBLI FILL VALVE, N01032010",Racks-Bay 1,Ogden Manufacturing,0
Inventory Item,6000-102459-000,"CAP, STAUBLI FILL VALVE, N01032010",ATP,Ogden Manufacturing,59
Inventory Item,6000-102459-000,"CAP, STAUBLI FILL VALVE, N01032010",B4512A,Ogden Manufacturing,130
Inventory Item,6000-102459-000,"CAP, STAUBLI FILL VALVE, N01032010",Receiving Dock,Ogden Manufacturing,0
Inventory Item,6000-102459-000,"CAP, STAUBLI FILL VALVE, N01032010",Customer Rebuilt,Customer Rebuilds,0
Inventory Item,6000-102554-000_ConvertNI,"WASHER, SEALING, M4",Kit Inventory,Ogden Manufacturing,0
Inventory Item,6000-102782-001,"REGENERATOR FIBER MATRIX, TYPE ST 30/600, ROLL",B4552B,Ogden Manufacturing,20
Inventory Item,6000-102782-001,"REGENERATOR FIBER MATRIX, TYPE ST 30/600, ROLL",B4541A,Ogden Manufacturing,20
Inventory Item,6000-102782-001,"REGENERATOR FIBER MATRIX, TYPE ST 30/600, ROLL",B4474A,Ogden Manufacturing,0
Inventory Item,6000-102782-001,"REGENERATOR FIBER MATRIX, TYPE ST 30/600, ROLL",B4464A,Ogden Manufacturing,20
Inventory Item,6000-102782-001,"REGENERATOR FIBER MATRIX, TYPE ST 30/600, ROLL",B4473B,Ogden Manufacturing,20
Inventory Item,6000-102782-001,"REGENERATOR FIBER MATRIX, TYPE ST 30/600, ROLL",B4552A,Ogden Manufacturing,20
Inventory Item,6000-102782-001,"REGENERATOR FIBER MATRIX, TYPE ST 30/600, ROLL",QA-Outbound,Ogden Manufacturing,0
Inventory Item,6000-102782-001,"REGENERATOR FIBER MATRIX, TYPE ST 30/600, ROLL",QA-Incoming-Floor,Ogden Manufacturing,0
Inventory Item,6000-102782-001,"REGENERATOR FIBER MATRIX, TYPE ST 30/600, ROLL",B4484B,Ogden Manufacturing,20
Inventory Item,6000-102782-001,"REGENERATOR FIBER MATRIX, TYPE ST 30/600, ROLL",B4573B,Ogden Manufacturing,15
Inventory Item,6000-102782-001,"REGENERATOR FIBER MATRIX, TYPE ST 30/600, ROLL",B4623A,Ogden Manufacturing,15
Inventory Item,6000-102782-001,"REGENERATOR FIBER MATRIX, TYPE ST 30/600, ROLL",Receiving Dock,Ogden Manufacturing,0
Inventory Item,6000-102782-001,"REGENERATOR FIBER MATRIX, TYPE ST 30/600, ROLL",B4554A,Ogden Manufacturing,0
Inventory Item,6000-102782-001,"REGENERATOR FIBER MATRIX, TYPE ST 30/600, ROLL",B4553A,Ogden Manufacturing,15
Inventory Item,6000-102782-001,"REGENERATOR FIBER MATRIX, TYPE ST 30/600, ROLL",B4643B,Ogden Manufacturing,15
Inventory Item,6000-102782-001,"REGENERATOR FIBER MATRIX, TYPE ST 30/600, ROLL",Racks-Bay 1,Ogden Manufacturing,0
Inventory Item,6000-102782-001,"REGENERATOR FIBER MATRIX, TYPE ST 30/600, ROLL",Candy-Cane Subs,Ogden Manufacturing,0
Inventory Item,6000-102782-001,"REGENERATOR FIBER MATRIX, TYPE ST 30/600, ROLL",Overflow Inventor B3,Ogden Manufacturing,0
Inventory Item,6000-102782-001,"REGENERATOR FIBER MATRIX, TYPE ST 30/600, ROLL",QBCC7,Ogden Manufacturing,0
Inventory Item,6000-102782-001,"REGENERATOR FIBER MATRIX, TYPE ST 30/600, ROLL",QBPS1,Ogden Manufacturing,16.22756
Inventory Item,6000-102782-001,"REGENERATOR FIBER MATRIX, TYPE ST 30/600, ROLL",Inspection Square B2,Ogden Manufacturing,0
Inventory Item,6000-102782-001,"REGENERATOR FIBER MATRIX, TYPE ST 30/600, ROLL",QB-CC-Assy,Ogden Manufacturing,0
Inventory Item,6000-102782-001,"REGENERATOR FIBER MATRIX, TYPE ST 30/600, ROLL",QBHHX18,Ogden Manufacturing,0
Inventory Item,6000-102782-001,"REGENERATOR FIBER MATRIX, TYPE ST 30/600, ROLL",B4563B,Ogden Manufacturing,20
Inventory Item,6000-102909-000_ConvertNI,"SCREW, HEX HEAD CAP, 1/4-20 X 7/8 LG, GRADE 5, STEEL, ZINC P",Kit Inventory,Ogden Manufacturing,0
Inventory Item,6000-102972-000_ConvertNI,"ADHESIVE, EPOXY, DP100 PLUS CLEAR, SCOTCH-WELD",Engine Assembly,Ogden Manufacturing,0
Inventory Item,6000-102977-000,"REGULATOR FITTING, INLET NUT, CGA 580 MALE, 1-3/16"" LG",Receiving Dock,Ogden Manufacturing,0
Inventory Item,6000-102977-000,"REGULATOR FITTING, INLET NUT, CGA 580 MALE, 1-3/16"" LG",CS Warehouse,Customer Support,0
Inventory Item,6000-102977-000,"REGULATOR FITTING, INLET NUT, CGA 580 MALE, 1-3/16"" LG",ATP,Ogden Manufacturing,9
Inventory Item,6000-102977-000,"REGULATOR FITTING, INLET NUT, CGA 580 MALE, 1-3/16"" LG",Overflow Inventor B3,Ogden Manufacturing,0
Inventory Item,6000-102978-000,"REGULATOR, 6000 PSI In MAX, 10-1500 PSI Out, 1/4 NPT",Overflow Inventor B3,Ogden Manufacturing,0
Inventory Item,6000-102978-000,"REGULATOR, 6000 PSI In MAX, 10-1500 PSI Out, 1/4 NPT",ATP,Ogden Manufacturing,2
Inventory Item,6000-102984-000,"FITTING, STREET TEE, BRASS, 1/4 FNPT X 1/4 MNPT X 1/4 FNPT",CS Warehouse,Customer Support,15
Inventory Item,6000-102984-000,"FITTING, STREET TEE, BRASS, 1/4 FNPT X 1/4 MNPT X 1/4 FNPT",ATP,Ogden Manufacturing,22
Inventory Item,6000-102984-000,"FITTING, STREET TEE, BRASS, 1/4 FNPT X 1/4 MNPT X 1/4 FNPT",Overflow Inventor B3,Ogden Manufacturing,0
Inventory Item,6000-102984-000,"FITTING, STREET TEE, BRASS, 1/4 FNPT X 1/4 MNPT X 1/4 FNPT",Receiving Dock,Ogden Manufacturing,0
Inventory Item,6000-102984-000,"FITTING, STREET TEE, BRASS, 1/4 FNPT X 1/4 MNPT X 1/4 FNPT",QEC Inventory,Ogden Manufacturing,0
Inventory Item,6000-102984-000,"FITTING, STREET TEE, BRASS, 1/4 FNPT X 1/4 MNPT X 1/4 FNPT",CS-Ogden-Overflow,Customer Support,15
Inventory Item,6000-102985-000,"VALVE, BONNET NEEDLE, BRASS, REGULATING, 1/4 NPT MALE",ATP,Ogden Manufacturing,2
Inventory Item,6000-102985-000,"VALVE, BONNET NEEDLE, BRASS, REGULATING, 1/4 NPT MALE",Receiving Dock,Ogden Manufacturing,1
Inventory Item,6000-102985-000,"VALVE, BONNET NEEDLE, BRASS, REGULATING, 1/4 NPT MALE",Overflow Inventor B3,Ogden Manufacturing,0
Inventory Item,6000-102985-000,"VALVE, BONNET NEEDLE, BRASS, REGULATING, 1/4 NPT MALE",CS Warehouse,Customer Support,5
Inventory Item,6000-102986-000,"HOSE, FLEX, SS, 1/4 IN. TUBE ADAPTER BOTH ENDS, 1.5 M",CS Warehouse,Customer Support,0
Inventory Item,6000-102986-000,"HOSE, FLEX, SS, 1/4 IN. TUBE ADAPTER BOTH ENDS, 1.5 M",Overflow Inventor B3,Ogden Manufacturing,0
Inventory Item,6000-102986-000,"HOSE, FLEX, SS, 1/4 IN. TUBE ADAPTER BOTH ENDS, 1.5 M",Receiving Dock,Ogden Manufacturing,1
Inventory Item,6000-102986-000,"HOSE, FLEX, SS, 1/4 IN. TUBE ADAPTER BOTH ENDS, 1.5 M",CS-Ogden-Overflow,Customer Support,5
Inventory Item,6000-102986-000,"HOSE, FLEX, SS, 1/4 IN. TUBE ADAPTER BOTH ENDS, 1.5 M",ATP,Ogden Manufacturing,3
Inventory Item,6000-102987-000,"FITTING, SS, MALE ELBOW, 1/4 IN. TUBE TO MALE 1/8 NPT",Receiving Dock,Ogden Manufacturing,1
Inventory Item,6000-102987-000,"FITTING, SS, MALE ELBOW, 1/4 IN. TUBE TO MALE 1/8 NPT",CS-Ogden-Overflow,Customer Support,5
Inventory Item,6000-102987-000,"FITTING, SS, MALE ELBOW, 1/4 IN. TUBE TO MALE 1/8 NPT",CS Warehouse,Customer Support,0
Inventory Item,6000-102987-000,"FITTING, SS, MALE ELBOW, 1/4 IN. TUBE TO MALE 1/8 NPT",Overflow Inventor B3,Ogden Manufacturing,0
Inventory Item,6000-102987-000,"FITTING, SS, MALE ELBOW, 1/4 IN. TUBE TO MALE 1/8 NPT",ATP,Ogden Manufacturing,3
Inventory Item,6000-103004-000_ConvertNI,"SCREW, BUTTON HEAD CAP, M5-0.8 X 12, SS 18-8, 70K PSI TENSIL",Kit Inventory,Ogden Manufacturing,0
Inventory Item,6000-103034-000_ConvertNI,"HEX NUT, 1/2-13, HEAVY, 18-8 SS",CAP 3's,Ogden Manufacturing,0
Inventory Item,6000-103036-000,"PAD, CORNER PROTECTION, YELLOW-BLACK FOAM, ADHESIVE BACKING, 1/2 ROUND",CPM086D,Ogden Manufacturing,6
Inventory Item,6000-103036-000,"PAD, CORNER PROTECTION, YELLOW-BLACK FOAM, ADHESIVE BACKING, 1/2 ROUND",CAP 3's,Ogden Manufacturing,0
Inventory Item,6000-103042-000,"WASHER, FLAT, DIN125A, M3, ZINC-PLATED STEEL, MCMASTER CARR",Kit Inventory,Ogden Manufacturing,400
Inventory Item,6000-103055-000_ConvertNI,"BACKING NUT, M12x1.5",QEC Inventory,Ogden Manufacturing,0
Inventory Item,6000-103055-000_ConvertNI,"BACKING NUT, M12x1.5",OP - Jim's House,Ogden Manufacturing,0
Inventory Item,6000-103057-000_ConvertNI,"O-RING, M3X42, NBR",OP - Jim's House,Ogden Manufacturing,0
Inventory Item,6000-103057-000_ConvertNI,"O-RING, M3X42, NBR",QEC Inventory,Ogden Manufacturing,0
Inventory Item,6000-103058-000_ConvertNI,"GROMMET, SNAP-IN, EDPM, IP 67, 3 - 5 mm",QEC Inventory,Ogden Manufacturing,0
Inventory Item,6000-103058-000_ConvertNI,"GROMMET, SNAP-IN, EDPM, IP 67, 3 - 5 mm",OP - Jim's House,Ogden Manufacturing,0
Inventory Item,6000-103059-000_ConvertNI,"EDGE TRIM, 1/16 IN INSIDE W, 1/8 IN INSIDE H, NEOPRENE",OP - Jim's House,Ogden Manufacturing,0
Inventory Item,6000-103059-000_ConvertNI,"EDGE TRIM, 1/16 IN INSIDE W, 1/8 IN INSIDE H, NEOPRENE",QEC Inventory,Ogden Manufacturing,0
Inventory Item,6000-103061-000,"WATER HEATING ELEMENT, 12 OHM, 9000W, 340V",QEC091A,Ogden Manufacturing,100
Inventory Item,6000-103061-000,"WATER HEATING ELEMENT, 12 OHM, 9000W, 340V",QEC Inventory,Ogden Manufacturing,117
Inventory Item,6000-103061-000,"WATER HEATING ELEMENT, 12 OHM, 9000W, 340V",Receiving Dock,Ogden Manufacturing,0
Inventory Item,6000-103102-000_ConvertNI,"GASKET, WATER HEATING ELEMENT, 1-NPSM",QEC Inventory,Ogden Manufacturing,0
Inventory Item,6000-103102-000_ConvertNI,"GASKET, WATER HEATING ELEMENT, 1-NPSM",OP - Jim's House,Ogden Manufacturing,0
Inventory Item,6000-103111-000_ConvertNI,"SHCS, M4-0.7 X 12, STEEL, CLASS 12.9, ZP, ISO 4762",Kit Inventory,Ogden Manufacturing,0
Inventory Item,6000-103113-000_ConvertNI,"LOOP CLAMP, VIBRATION DAMPING, SS WITH NEOPRENE, 5/8 IN ID",Racks-Bay 1,Ogden Manufacturing,0
